timestamp,application_name,bytes_sent,bytes_received,domains_accessed,connections_made,uptime
2024-12-11T21:05:09.760473,LockApp.exe,583658,55956,23.193.165.64:443,1,24710.411246538162
2024-12-11T21:05:09.763475,brave.exe,2833980319,294371054,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46246.63664960861
2024-12-11T21:05:09.765475,brave.exe,2833980319,294371054,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46246.63965201378
2024-12-11T21:05:09.808595,svchost.exe,0,0,,12,46793.46535611153
2024-12-11T21:05:09.811595,brave.exe,2833980319,294371054,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46246.6847717762
2024-12-11T21:05:09.853599,MMSSHOST.exe,12651715,3759718924,,2,46798.61644625664
2024-12-11T21:05:09.855599,AQAUserPS.exe,1466,88636,127.0.0.1:5141,1,46794.633440732956
2024-12-11T21:05:09.897109,WUDFHost.exe,0,0,"127.0.0.1:49708,127.0.0.1:49707",2,46802.175725221634
2024-12-11T21:05:09.947662,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46799.49101829529
2024-12-11T21:05:09.995916,WUDFHost.exe,50730,7329121,"127.0.0.1:49699,127.0.0.1:49698",2,46802.41277909279
2024-12-11T21:05:10.014400,System Idle Process,0,0,"127.0.0.1:64354,35.186.224.24:443,127.0.0.1:64352,172.64.149.23:80,104.199.241.202:4070,35.186.224.22:443",11,1733931310.0041914
2024-12-11T21:05:10.095363,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46799.68543100357
2024-12-11T21:05:10.098246,brave.exe,2833980319,294371054,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46246.97154021263
2024-12-11T21:05:10.137569,lsass.exe,1634132,8415347,,2,46802.77510356903
2024-12-11T21:05:10.184095,svchost.exe,160,4110,,2,9099.389543056488
2024-12-11T21:05:10.231655,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46799.78234219551
2024-12-11T21:05:10.288334,svchost.exe,0,0,,12,46793.93842577934
2024-12-11T21:05:10.362515,svchost.exe,0,0,,12,46794.00488948822
2024-12-11T21:05:10.364518,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.23869228363
2024-12-11T21:05:10.366513,AnyDesk.exe,175130791,175142401,"85.25.103.30:80,85.25.103.30:443",3,46800.06241750717
2024-12-11T21:05:10.551006,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46800.083121061325
2024-12-11T21:05:10.556040,NitroSense.exe,30993171,22908767,"::1:4343,::1:4449,::1:5141,::1:15150",5,46774.48730278015
2024-12-11T21:05:10.561027,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.43221664429
2024-12-11T21:05:10.591580,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.438200473785
2024-12-11T21:05:10.614579,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.4687564373
2024-12-11T21:05:10.633567,Postman.exe,23760517,26364014,"3.109.104.219:443,162.247.243.29:443,18.208.42.2:443,3.209.131.209:443,54.149.151.149:443,15.197.213.252:443,151.101.66.132:443",11,44986.04237270355
2024-12-11T21:05:10.686121,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46800.351408958435
2024-12-11T21:05:10.689153,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46779.51979637146
2024-12-11T21:05:10.734172,postgres.exe,4014,157476,,2,46799.82047891617
2024-12-11T21:05:10.809408,postgres.exe,2863,158006,,2,46799.70899558067
2024-12-11T21:05:10.811417,NVIDIA Web Helper.exe,332751,22535757,127.0.0.1:63603,3,46796.54547595978
2024-12-11T21:05:10.874502,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46800.54926586151
2024-12-11T21:05:10.876512,msedge.exe,2165840,4939465,"203.94.209.61:443,184.27.196.99:443,40.99.9.50:443",5,594.7209432125092
2024-12-11T21:05:10.908099,System,732705286,276848841,,9,1733931310.88452
2024-12-11T21:05:10.911606,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.785269498825
2024-12-11T21:05:10.916154,Widgets.exe,25901260,2569169,23.54.83.42:443,1,46795.41500902176
2024-12-11T21:05:10.918512,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46779.751173734665
2024-12-11T21:05:11.045711,svchost.exe,0,40392,,6,46802.54338955879
2024-12-11T21:05:11.047725,Cold Turkey Blocker.exe,400,7518753,,1,4066.877245903015
2024-12-11T21:05:11.049723,Postman.exe,23760621,26364118,"3.109.104.219:443,162.247.243.29:443,18.208.42.2:443,3.209.131.209:443,54.149.151.149:443,15.197.213.252:443,151.101.66.132:443",11,44986.47551822662
2024-12-11T21:05:11.050724,AnyDesk.exe,175130791,175142401,"85.25.103.30:80,85.25.103.30:443",3,46800.74662590027
2024-12-11T21:05:11.052724,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46247.92690038681
2024-12-11T21:05:11.138942,spoolsv.exe,320,232,,2,46800.915650606155
2024-12-11T21:05:11.142941,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.01611948013
2024-12-11T21:05:11.199510,AcerQAAgent.exe,15521,209819,"127.0.0.1:49722,::1:63509",4,46800.85673093796
2024-12-11T21:05:11.202509,brave.exe,2834007607,294372622,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.07668542862
2024-12-11T21:05:11.253990,AcerDIAgent.exe,32159,6806,::1:63508,3,46800.921204566956
2024-12-11T21:05:11.258513,brave.exe,2834011431,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.130675792694
2024-12-11T21:05:11.311637,System,732705286,276848841,,9,1733931311.2740443
2024-12-11T21:05:11.393027,AcerAgentService.exe,1218,903686,"127.0.0.1:49710,127.0.0.1:49766,127.0.0.1:49709",4,46800.981108665466
2024-12-11T21:05:11.463965,svchost.exe,0,0,,12,46795.10767173767
2024-12-11T21:05:11.466986,NVIDIA Share.exe,7147664,42358336,127.0.0.1:49748,1,46785.51100039482
2024-12-11T21:05:11.523043,AcerService.exe,1757,8847073,,1,46800.49349737167
2024-12-11T21:05:11.524554,WhatsApp.exe,2228499,21222413,57.144.125.33:5222,1,113.81709218025208
2024-12-11T21:05:11.526571,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.400730371475
2024-12-11T21:05:11.569117,ADESv2Svc.exe,767,649,"127.0.0.1:49679,127.0.0.1:49767,127.0.0.1:49680",7,46801.24096870422
2024-12-11T21:05:11.629558,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46801.17388319969
2024-12-11T21:05:11.632556,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.505734443665
2024-12-11T21:05:11.635075,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.508732795715
2024-12-11T21:05:11.679190,svchost.exe,0,0,,12,46795.33637738228
2024-12-11T21:05:11.682189,steam.exe,8191390,732017811,"127.0.0.1:49787,127.0.0.1:49786,155.133.225.21:27037",9,46780.5138669014
2024-12-11T21:05:11.683699,brave.exe,8631550528,7817801485,,2,46248.76234769821
2024-12-11T21:05:11.684712,Postman.exe,23760933,26364430,"3.109.104.219:443,162.247.243.29:443,18.208.42.2:443,3.209.131.209:443,54.149.151.149:443,15.197.213.252:443,151.101.66.132:443",11,44987.1114923954
2024-12-11T21:05:11.686713,msedge.exe,2165840,4939465,"203.94.209.61:443,184.27.196.99:443,40.99.9.50:443",5,595.5321478843689
2024-12-11T21:05:11.689711,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.563898563385
2024-12-11T21:05:11.734789,services.exe,160,4212,,2,46804.41262149811
2024-12-11T21:05:11.737797,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.61096596718
2024-12-11T21:05:11.791824,System,732705286,276848841,,9,1733931311.745353
2024-12-11T21:05:11.850314,nvcontainer.exe,9507789,13722282,"127.0.0.1:65001,127.0.0.1:63438",8,46801.40363192558
2024-12-11T21:05:11.853820,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.72649073601
2024-12-11T21:05:11.912067,postgres.exe,10524,121546,,3,46801.14630460739
2024-12-11T21:05:11.973084,postgres.exe,4014,157476,,2,46801.037789821625
2024-12-11T21:05:12.038543,svchost.exe,0,0,,12,46795.67590737343
2024-12-11T21:05:12.045488,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46248.91472029686
2024-12-11T21:05:12.128823,svchost.exe,0,0,,4,46801.74915981293
2024-12-11T21:05:12.130821,Postman.exe,23761037,26364534,"3.109.104.219:443,162.247.243.29:443,18.208.42.2:443,3.209.131.209:443,54.149.151.149:443,15.197.213.252:443,151.101.66.132:443",11,44987.55661678314
2024-12-11T21:05:12.133820,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46249.006997823715
2024-12-11T21:05:12.136337,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46249.00999736786
2024-12-11T21:05:12.139345,brave.exe,2834034895,294374190,"172.217.132.230:443,20.189.109.65:443,13.107.21.239:443,104.21.64.125:443,108.158.46.112:443,23.57.221.181:443,142.250.192.131:443,172.67.73.98:443,151.101.64.176:443,44.224.73.230:443,18.239.142.113:443,142.250.182.193:443,35.167.127.109:443,172.64.155.209:443,157.90.91.71:443,108.159.61.69:80,3.33.152.127:443,151.101.192.176:443,172.67.185.23:443,54.70.42.150:443,142.250.183.170:443,108.159.61.15:443,54.81.24.155:443,23.193.114.64:443,216.58.203.46:443,204.79.197.239:443,142.250.192.54:443,142.250.67.238:443,54.80.201.22:443,172.65.10.226:443,34.223.206.17:443,18.67.195.3:443,151.101.65.111:443,34.237.73.95:443,108.159.80.61:443,34.194.131.15:443,54.213.161.233:443,142.250.70.67:443,104.18.12.238:443,18.172.64.74:443,54.186.34.49:443",63,46249.01352119446
